label,game_id,source_class,source_username,white_elo,black_elo,elo_diff_abs,ply_count,opening_family,clock_tag_count,has_clock_data,move_count_total,avg_move_time,median_move_time,std_move_time,max_move_time,cv_move_time,fast_move_ratio,slow_move_ratio,white_move_count,white_avg_move_time,white_median_move_time,white_std_move_time,white_fast_move_ratio,white_slow_move_ratio,black_move_count,black_avg_move_time,black_median_move_time,black_std_move_time,black_fast_move_ratio,black_slow_move_ratio,wb_avg_time_diff,wb_move_count_diff
1,Otr839jU,bot,maia9,1713,1716,3,111,SICILIAN,111,True,109,5.91743119266055,5.0,6.22679684154028,47.0,1.0522803964773497,0.23853211009174313,0.07339449541284404,55,5.836363636363636,3.0,8.471907880784343,0.38181818181818183,0.12727272727272726,54,6.0,6.0,2.2689530951846817,0.09259259259259259,0.018518518518518517,-0.16363636363636402,1
1,aR7wtZhf,bot,maia1,1783,1597,186,34,OTHER,34,True,32,3.0625,2.0,2.4358969087381346,10.0,0.7953949089757174,0.59375,0.03125,16,1.875,1.0,1.899835519196333,0.8125,0.0,16,4.25,4.0,2.331844763272204,0.375,0.0625,-2.375,0
0,lIORaCM5,human,,1923,1877,46,20,MODERN_DEFENSE,20,True,18,2.388888888888889,2.0,2.0585563681832117,9.0,0.8617212704022748,0.7222222222222222,0.0,9,2.4444444444444446,2.0,1.640535895581489,0.5555555555555556,0.0,9,2.3333333333333335,2.0,2.4037008503093262,0.8888888888888888,0.0,0.11111111111111116,0
0,d23s8uub,human,,1820,1966,146,94,CARO_KANN,94,True,92,5.695652173913044,3.0,6.27926042868035,33.0,1.102465571447695,0.43478260869565216,0.1956521739130435,46,3.8260869565217392,2.0,3.749228023880017,0.5434782608695652,0.06521739130434782,46,7.565217391304348,3.0,7.603352160933742,0.32608695652173914,0.32608695652173914,-3.7391304347826084,0
1,MfU0802J,bot,OpeningsBot,2247,2512,265,113,SCANDINAVIAN,113,True,111,10.35135135135135,5.0,16.63256799155408,105.0,1.6068016075391671,0.34234234234234234,0.3063063063063063,56,9.857142857142858,6.0,10.406777618848366,0.21428571428571427,0.35714285714285715,55,10.854545454545455,3.0,21.1551998179843,0.4727272727272727,0.2545454545454545,-0.9974025974025977,1
0,DUBTtYhw,human,,1849,1924,75,80,QUEEN'S_GAMBIT,80,True,78,9.76923076923077,4.0,14.663685370296692,110.0,1.5010071638886378,0.3333333333333333,0.34615384615384615,39,13.897435897435898,8.0,18.47908710115423,0.15384615384615385,0.46153846153846156,39,5.641025641025641,2.0,7.381498630019758,0.5128205128205128,0.23076923076923078,8.256410256410255,0
1,wIWireHB,bot,Boris-Trapsky,2234,1422,812,57,OTHER,57,True,55,5.6909090909090905,5.0,5.023120099817452,32.0,0.8826568865493926,0.12727272727272726,0.09090909090909091,28,3.9642857142857144,4.0,1.3491304833945788,0.07142857142857142,0.0,27,7.481481481481482,5.0,6.573630657972415,0.18518518518518517,0.18518518518518517,-3.5171957671957674,1
0,bQZmGhsb,human,,2087,2142,55,76,CARO_KANN,76,True,74,13.472972972972974,5.0,21.35809421410836,147.0,1.585254736052175,0.36486486486486486,0.3783783783783784,37,13.972972972972974,4.0,25.171290474157352,0.40540540540540543,0.40540540540540543,37,12.972972972972974,6.0,16.68060289027508,0.32432432432432434,0.35135135135135137,1.0,0
1,OlE1rJJn,bot,maia9,1752,1475,277,33,QUEEN'S_GAMBIT,33,True,31,3.2580645161290325,3.0,2.0473073100157975,10.0,0.6283814515890072,0.3870967741935484,0.03225806451612903,16,3.0,2.5,1.9685019685029528,0.5,0.0,15,3.533333333333333,3.0,2.0933757957476775,0.26666666666666666,0.06666666666666667,-0.5333333333333332,1
0,pSkyJ2ji,human,,2186,2288,102,105,SCANDINAVIAN,105,True,103,4.844660194174757,3.0,4.720863179162966,22.0,0.9744467083242194,0.46601941747572817,0.13592233009708737,52,5.673076923076923,4.0,4.874269782968497,0.34615384615384615,0.17307692307692307,51,4.0,2.0,4.4014257939453945,0.5882352941176471,0.09803921568627451,1.6730769230769234,1
0,CDWwP856,human,,2076,2037,39,90,SICILIAN,90,True,88,9.738636363636363,3.0,17.477579350661742,100.0,1.7946639239886037,0.48863636363636365,0.25,44,12.590909090909092,3.5,21.968281041101655,0.4772727272727273,0.29545454545454547,44,6.886363636363637,2.5,10.585616117876244,0.5,0.20454545454545456,5.704545454545455,0
1,zOFATCsS,bot,maia1,1506,1500,6,47,OTHER,47,True,45,4.266666666666667,3.0,3.473071007368295,15.0,0.8140010173519441,0.4,0.1111111111111111,23,4.304347826086956,4.0,2.492332286602872,0.2608695652173913,0.043478260869565216,22,4.2272727272727275,2.0,4.263287444532769,0.5454545454545454,0.18181818181818182,0.07707509881422858,1
1,HVofVrLn,bot,Lynx_BOT,1579,2721,1142,34,QUEEN'S_GAMBIT,34,True,32,12.625,10.0,11.99153347157902,63.0,0.9498244333923976,0.09375,0.53125,16,11.9375,6.5,14.514943808020753,0.125,0.4375,16,13.3125,10.0,8.715781304622093,0.0625,0.625,-1.375,0
1,lTX2mhxI,bot,maia1,1568,1544,24,23,OTHER,23,True,21,5.333333333333333,2.0,6.22845492828284,25.0,1.1678352990530325,0.5238095238095238,0.19047619047619047,11,7.090909090909091,2.0,7.982418697641887,0.5454545454545454,0.36363636363636365,10,3.4,3.5,2.0591260281974,0.5,0.0,3.690909090909091,1
0,hxas7Khb,human,,1904,1910,6,159,INDIAN_DEFENSE,159,True,157,6.038216560509555,3.0,7.482365978819777,40.0,1.2391682053530642,0.4267515923566879,0.15286624203821655,79,5.708860759493671,3.0,7.334937892852569,0.45569620253164556,0.12658227848101267,78,6.371794871794871,3.0,7.614272991474081,0.3974358974358974,0.1794871794871795,-0.6629341123012003,1
1,6kf8qYi9,bot,maia1,1500,1573,73,36,ZUKERTORT,36,True,34,6.264705882352941,6.0,6.1515604119385925,35.0,0.9819392206850336,0.29411764705882354,0.14705882352941177,17,8.117647058823529,7.0,7.873128931343,0.23529411764705882,0.29411764705882354,17,4.411764705882353,5.0,2.613512928414478,0.35294117647058826,0.0,3.7058823529411757,0
1,bZ7Jg8Tj,bot,simpleEval,2251,2232,19,167,SARAGOSSA,167,True,165,6.484848484848484,5.0,4.817400355914419,24.0,0.7428701483419432,0.23636363636363636,0.21818181818181817,83,6.578313253012048,5.0,5.64431792741408,0.3373493975903614,0.20481927710843373,82,6.390243902439025,5.0,3.799088778939984,0.13414634146341464,0.23170731707317074,0.18806935057302354,1
0,5W4as39M,human,,2074,1821,253,93,OTHER,93,True,91,8.208791208791208,5.0,9.25762707060423,67.0,1.1277698305555355,0.32967032967032966,0.32967032967032966,46,8.91304347826087,5.5,10.981854771189653,0.41304347826086957,0.3695652173913043,45,7.488888888888889,5.0,7.000387996301736,0.24444444444444444,0.28888888888888886,1.4241545893719803,1
1,xtmLhQ2s,bot,maia9,1737,1476,261,55,OTHER,55,True,53,13.056603773584905,3.0,67.19119863026188,497.0,5.14614671590156,0.4528301886792453,0.07547169811320754,27,20.48148148148148,2.0,93.46513327731338,0.7037037037037037,0.037037037037037035,26,5.346153846153846,5.0,3.8123514618459633,0.19230769230769232,0.11538461538461539,15.135327635327634,1
0,7Czq5JCM,human,,1839,1864,25,44,OTHER,44,True,42,11.023809523809524,4.0,15.207279107995642,68.0,1.379494001157272,0.21428571428571427,0.3333333333333333,21,13.428571428571429,3.0,16.01657304934167,0.2857142857142857,0.42857142857142855,21,8.619047619047619,4.0,13.943683295846736,0.14285714285714285,0.23809523809523808,4.80952380952381,0
1,9JHEpppr,bot,OpeningsBot,2453,2133,320,124,QUEEN'S_GAMBIT,124,True,122,4.213114754098361,0.0,8.790111348067308,51.0,2.0863688413700614,0.6065573770491803,0.10655737704918032,61,8.37704918032787,5.0,10.945713936867948,0.21311475409836064,0.21311475409836064,61,0.04918032786885246,0.0,0.2162443599716872,1.0,0.0,8.327868852459018,0
1,9IHKNHoG,bot,Boris-Trapsky,2249,2139,110,72,OTHER,72,True,70,7.271428571428571,6.0,5.484839960085901,28.0,0.7543001909744853,0.07142857142857142,0.18571428571428572,35,5.371428571428571,5.0,2.859427657873555,0.14285714285714285,0.11428571428571428,35,9.17142857142857,6.0,6.691084534281267,0.0,0.2571428571428571,-3.8,0
1,vJFFj61Y,bot,Boris-Trapsky,2239,2190,49,75,MODERN_DEFENSE,75,True,73,10.315068493150685,4.0,42.84053793720071,370.0,4.153199560976961,0.4246575342465753,0.136986301369863,37,13.432432432432432,3.0,59.477699904881696,0.43243243243243246,0.02702702702702703,36,7.111111111111111,4.0,8.092444273579376,0.4166666666666667,0.25,6.321321321321321,1
1,JgCc7I5m,bot,Boris-Trapsky,2163,2220,57,40,OTHER,40,True,38,12.868421052631579,8.5,11.107539053395882,49.0,0.8631625440266739,0.05263157894736842,0.47368421052631576,19,17.210526315789473,12.0,13.869993918597768,0.10526315789473684,0.631578947368421,19,8.526315789473685,7.0,4.082935232256731,0.0,0.3157894736842105,8.684210526315788,0
0,diIh3Kvk,human,,1893,1897,4,80,FRENCH,80,True,78,7.935897435897436,3.0,11.873629198709844,67.0,1.4961923707582678,0.3717948717948718,0.19230769230769232,39,7.0,3.0,10.82494744465243,0.48717948717948717,0.1794871794871795,39,8.871794871794872,6.0,12.76850991683775,0.2564102564102564,0.20512820512820512,-1.8717948717948723,0
0,5GqttpZq,human,,1846,1855,9,72,FRENCH,72,True,70,4.414285714285715,3.0,4.621356811101065,23.0,1.0469093099581699,0.4857142857142857,0.1,35,5.714285714285714,4.0,5.634442188496586,0.37142857142857144,0.17142857142857143,35,3.1142857142857143,2.0,2.7544398297131494,0.6,0.02857142857142857,2.6,0
0,rydEEZyt,human,,1876,1844,32,60,BIRD,60,True,58,8.5,5.0,9.577721995374977,51.0,1.1267908229852914,0.1896551724137931,0.27586206896551724,29,4.482758620689655,4.0,2.8115609807778634,0.27586206896551724,0.06896551724137931,29,12.517241379310345,9.0,11.970137237870757,0.10344827586206896,0.4827586206896552,-8.03448275862069,0
1,fCadYdZF,bot,maia1,1530,1551,21,49,INDIAN_DEFENSE,49,True,47,3.74468085106383,1.0,5.725895210530292,28.0,1.529074289175703,0.5957446808510638,0.10638297872340426,24,0.20833333333333334,0.0,0.49826086429589156,1.0,0.0,23,7.434782608695652,7.0,6.330231721540152,0.17391304347826086,0.21739130434782608,-7.226449275362319,1
1,pq9KXrlq,bot,maia1,1570,1500,70,45,OTHER,45,True,43,4.5813953488372094,4.0,2.8055804700510474,14.0,0.6123855848334774,0.23255813953488372,0.09302325581395349,22,4.409090909090909,4.5,2.1670904438291303,0.22727272727272727,0.045454545454545456,21,4.761904761904762,4.0,3.336732960258067,0.23809523809523808,0.14285714285714285,-0.3528138528138527,1
0,J0RKEBLV,human,,1927,1901,26,37,FRENCH,37,True,35,8.314285714285715,5.0,9.038872965685265,51.0,1.087149669412317,0.2857142857142857,0.37142857142857144,18,7.277777777777778,3.0,5.8195604602596305,0.3333333333333333,0.4444444444444444,17,9.411764705882353,5.0,11.40205772723612,0.23529411764705882,0.29411764705882354,-2.1339869281045756,1
1,vMCpnFc5,bot,maia1,1431,1544,113,34,OTHER,34,True,32,4.375,3.0,4.8909993866284625,27.0,1.1179427169436487,0.40625,0.09375,16,4.625,2.5,6.450532923720334,0.5,0.125,16,4.125,3.0,2.4717149916606487,0.3125,0.0625,0.5,0
1,36zpHbJs,bot,simpleEval,1842,2260,418,28,ENGLISH,28,True,26,14.846153846153847,5.0,22.28778952992372,88.0,1.5012500719637738,0.34615384615384615,0.2692307692307692,13,21.615384615384617,5.0,27.74204934346322,0.38461538461538464,0.38461538461538464,13,8.076923076923077,5.0,11.498906559799758,0.3076923076923077,0.15384615384615385,13.53846153846154,0
0,XX2wXSlQ,human,,1818,1806,12,43,INDIAN_DEFENSE,43,True,41,6.487804878048781,4.0,7.0990275913265215,38.0,1.094211019715742,0.2926829268292683,0.21951219512195122,21,4.904761904761905,4.0,3.3933374764418796,0.23809523809523808,0.14285714285714285,20,8.15,4.5,9.264313250317047,0.35,0.3,-3.2452380952380953,1
1,UAn96Yyb,bot,simpleEval,2055,2249,194,66,CARO_KANN,66,True,64,7.390625,6.0,6.965578734705035,46.0,0.9424884545901104,0.234375,0.25,32,7.28125,4.0,9.100942173066478,0.375,0.21875,32,7.5,7.0,3.766629793329841,0.09375,0.28125,-0.21875,0
0,oEMqme5L,human,,2075,2034,41,92,OTHER,92,True,90,4.688888888888889,2.5,5.150284661915828,26.0,1.09840194211475,0.5,0.14444444444444443,45,4.644444444444445,2.0,4.624358480700289,0.5111111111111111,0.17777777777777778,45,4.733333333333333,3.0,5.626919425602451,0.4888888888888889,0.1111111111111111,-0.08888888888888857,0
0,WOQH6rNk,human,,1856,1802,54,91,PIRC,91,True,89,10.044943820224718,5.0,15.18271497412791,105.0,1.5114783363505415,0.25842696629213485,0.29213483146067415,45,11.955555555555556,5.0,19.722469482018113,0.3111111111111111,0.28888888888888886,44,8.090909090909092,5.0,7.803898157093094,0.20454545454545456,0.29545454545454547,3.864646464646464,1
0,NI1X6yla,human,,1941,1807,134,81,ENGLISH,81,True,79,8.860759493670885,4.0,11.506447479582244,51.0,1.2985847869814247,0.3670886075949367,0.31645569620253167,40,10.625,5.0,13.112374880241946,0.25,0.325,39,7.051282051282051,3.0,9.240237309497614,0.48717948717948717,0.3076923076923077,3.573717948717949,1
1,jTLjc72O,bot,simpleEval,2253,2408,155,214,SARAGOSSA,214,True,212,5.55188679245283,4.0,5.725822526923583,38.0,1.0313291212470685,0.37735849056603776,0.2028301886792453,106,5.566037735849057,4.0,5.8953433300960585,0.37735849056603776,0.19811320754716982,106,5.537735849056604,4.0,5.551091220791191,0.37735849056603776,0.20754716981132076,0.028301886792452713,0
0,DnhmBaNX,human,,2100,2129,29,79,CARO_KANN,79,True,77,12.2987012987013,7.0,11.855257954617343,59.0,0.9639438886014101,0.14285714285714285,0.42857142857142855,39,10.153846153846153,6.0,8.648516877561121,0.15384615384615385,0.41025641025641024,38,14.5,8.0,14.087601865320778,0.13157894736842105,0.4473684210526316,-4.346153846153847,1
1,dOj8Zr6n,bot,maia9,1708,1719,11,59,CARO_KANN,59,True,57,6.12280701754386,4.0,5.019506425160889,27.0,0.8198047743099447,0.19298245614035087,0.17543859649122806,29,7.0,4.0,6.421945134485721,0.20689655172413793,0.27586206896551724,28,5.214285714285714,5.0,2.637059277424962,0.17857142857142858,0.07142857142857142,1.7857142857142856,1
0,PfvVwB3u,human,,1866,1906,40,48,QUEEN'S_GAMBIT,48,True,46,6.478260869565218,4.0,5.570649522798945,22.0,0.8598989196266827,0.32608695652173914,0.2826086956521739,23,6.869565217391305,4.0,6.173606850949817,0.34782608695652173,0.30434782608695654,23,6.086956521739131,4.0,4.8625726191359355,0.30434782608695654,0.2608695652173913,0.7826086956521738,0
0,NyztgkmG,human,,1839,1811,28,62,CARO_KANN,62,True,60,12.233333333333333,8.5,12.92718926225737,59.0,1.0567184683044173,0.25,0.45,30,13.066666666666666,8.5,12.05524321151958,0.16666666666666666,0.4666666666666667,30,11.4,8.5,13.69330736771313,0.3333333333333333,0.43333333333333335,1.666666666666666,0
0,5YkH7xvt,human,,2203,2273,70,48,CARO_KANN,48,True,46,9.108695652173912,4.5,11.99678989829755,58.0,1.3170700127009245,0.32608695652173914,0.30434782608695654,23,9.652173913043478,4.0,13.27832066271666,0.391304347826087,0.34782608695652173,23,8.565217391304348,5.0,10.532872298940328,0.2608695652173913,0.2608695652173913,1.0869565217391308,0
1,GfKHhR2Y,bot,maia9,1725,1760,35,108,FRENCH,108,True,106,6.10377358490566,5.0,9.631835230681656,96.0,1.5780131908071955,0.3018867924528302,0.11320754716981132,53,6.584905660377358,3.0,13.37617420310661,0.4716981132075472,0.16981132075471697,53,5.622641509433962,6.0,2.4818314531914836,0.1320754716981132,0.05660377358490566,0.9622641509433958,0
1,Ko6Nw2Zi,bot,Boris-Trapsky,1766,2214,448,22,OTHER,22,True,20,3.95,3.0,2.3973944189473704,9.0,0.6069352959360431,0.3,0.0,10,3.2,2.0,2.5219040425836985,0.6,0.0,10,4.7,4.0,2.0024984394500787,0.0,0.0,-1.5,0
1,AUUdRQM9,bot,OpeningsBot,2426,2358,68,69,SICILIAN,69,True,67,8.313432835820896,9.0,6.811335931435338,26.0,0.8193168894186134,0.3283582089552239,0.44776119402985076,34,5.0588235294117645,2.0,5.945542949879189,0.5588235294117647,0.2647058823529412,33,11.666666666666666,13.0,5.967927748905948,0.09090909090909091,0.6363636363636364,-6.607843137254902,1
0,SkSJo2k9,human,,1822,1886,64,60,RUY_LOPEZ,60,True,58,8.39655172413793,6.0,7.669778702855311,38.0,0.9134438701552526,0.2413793103448276,0.3448275862068966,29,10.827586206896552,8.0,9.074667146996372,0.13793103448275862,0.41379310344827586,29,5.9655172413793105,4.0,4.845778529818254,0.3448275862068966,0.27586206896551724,4.862068965517241,0
0,UnED8jKk,human,,2357,2350,7,49,OTHER,49,True,47,10.702127659574469,6.0,11.173515215972786,54.0,1.044046153381155,0.2553191489361702,0.40425531914893614,24,14.958333333333334,13.0,13.110044389279881,0.20833333333333334,0.5416666666666666,23,6.260869565217392,4.0,6.095025707434803,0.30434782608695654,0.2608695652173913,8.697463768115941,1
1,nYzrFznw,bot,Boris-Trapsky,2228,2176,52,44,BENONI,44,True,42,5.357142857142857,4.0,4.994384601832382,27.0,0.9322851256753781,0.23809523809523808,0.16666666666666666,21,4.619047619047619,4.0,2.0581126461880292,0.047619047619047616,0.047619047619047616,21,6.095238095238095,3.0,6.675504346238117,0.42857142857142855,0.2857142857142857,-1.4761904761904763,0
1,y7qnWukP,bot,Lynx_BOT,2039,2739,700,44,OTHER,44,True,42,12.857142857142858,10.0,11.425892543174177,53.0,0.8886805311357693,0.16666666666666666,0.5476190476190477,21,13.904761904761905,10.0,14.806384600681918,0.3333333333333333,0.5238095238095238,21,11.80952380952381,10.0,6.299047907037014,0.0,0.5714285714285714,2.095238095238095,0
0,msjb5V66,human,,1852,1887,35,53,RUY_LOPEZ,53,True,51,9.686274509803921,3.0,14.145587819110727,81.0,1.460374450960824,0.37254901960784315,0.29411764705882354,26,10.346153846153847,4.5,11.747151234668664,0.3076923076923077,0.3076923076923077,25,9.0,3.0,16.240689640529432,0.44,0.28,1.3461538461538467,1
1,fHAAAJCR,bot,maia1,1555,1804,249,76,KING'S_PAWN,76,True,74,1.8783783783783783,1.0,2.3013081045277137,11.0,1.225156832626265,0.6621621621621622,0.013513513513513514,37,0.13513513513513514,0.0,0.3418678551533383,1.0,0.0,37,3.6216216216216215,4.0,2.096990782840089,0.32432432432432434,0.02702702702702703,-3.4864864864864864,0
1,iCs7713K,bot,simpleEval,2243,2237,6,135,OTHER,135,True,133,3.511278195488722,1.0,5.512278217594898,30.0,1.569877950621245,0.5639097744360902,0.09774436090225563,67,6.8059701492537314,5.0,6.1891547079636755,0.13432835820895522,0.19402985074626866,66,0.16666666666666666,0.0,0.37267799624996495,1.0,0.0,6.6393034825870645,1
1,wUQvzExB,bot,Lynx_BOT,2735,2392,343,65,FRENCH,65,True,63,10.571428571428571,10.0,7.865363664715783,35.0,0.7440208872028444,0.1746031746031746,0.5555555555555556,32,9.78125,7.5,9.329839143173906,0.21875,0.40625,31,11.387096774193548,13.0,5.878761222125269,0.12903225806451613,0.7096774193548387,-1.605846774193548,1
1,fEcUdMpv,bot,OpeningsBot,2375,2529,154,67,OTHER,67,True,65,12.092307692307692,9.0,20.288475756466035,133.0,1.677800157977471,0.4,0.4461538461538462,33,12.878787878787879,12.0,6.246247725793005,0.09090909090909091,0.696969696969697,32,11.28125,1.0,28.18824486266394,0.71875,0.1875,1.597537878787879,1
0,M540gZiK,human,,2034,2004,30,114,FRENCH,114,True,112,6.785714285714286,4.0,10.44751215381354,94.0,1.5396333700356795,0.3392857142857143,0.23214285714285715,56,5.446428571428571,3.0,5.999760837070159,0.4642857142857143,0.23214285714285715,56,8.125,4.0,13.368489737331695,0.21428571428571427,0.23214285714285715,-2.678571428571429,0
0,siUg0xw7,human,,1808,1819,11,72,OTHER,72,True,70,2.2857142857142856,2.0,2.256057605285678,12.0,0.987025202312484,0.7,0.014285714285714285,35,1.9714285714285715,1.0,2.0630866512612225,0.7428571428571429,0.0,35,2.6,2.0,2.392846481852583,0.6571428571428571,0.02857142857142857,-0.6285714285714286,0
1,7yl3qckK,bot,OpeningsBot,2519,2749,230,140,FRENCH,140,True,138,7.927536231884058,5.0,11.65173227225632,103.0,1.4697797564637771,0.37681159420289856,0.2608695652173913,69,8.53623188405797,2.0,15.67290629074275,0.5362318840579711,0.2463768115942029,69,7.318840579710145,7.0,5.01445086687708,0.21739130434782608,0.2753623188405797,1.2173913043478262,0
0,dt0GYcmu,human,,2077,2046,31,54,SICILIAN,54,True,52,8.903846153846153,5.0,10.09238024715946,55.0,1.1334854705233086,0.19230769230769232,0.34615384615384615,26,8.26923076923077,4.5,10.928289655426388,0.3076923076923077,0.34615384615384615,26,9.538461538461538,6.5,9.13670016695461,0.07692307692307693,0.34615384615384615,-1.2692307692307683,0
0,VKOgeBjE,human,,2137,2133,4,26,SICILIAN,26,True,24,5.958333333333333,3.0,6.71117952043868,24.0,1.1263518076260723,0.4166666666666667,0.20833333333333334,12,5.416666666666667,2.0,7.308195551722889,0.5833333333333334,0.16666666666666666,12,6.5,3.0,6.006940430313366,0.25,0.25,-1.083333333333333,0
0,3EW9qmT4,human,,1892,1913,21,117,OTHER,117,True,115,6.408695652173913,4.0,9.271645088467464,57.0,1.4467288808327794,0.33043478260869563,0.1391304347826087,58,7.810344827586207,5.0,10.6357511878273,0.3103448275862069,0.1724137931034483,57,4.982456140350878,3.0,7.368713444491087,0.3508771929824561,0.10526315789473684,2.8278886872353297,1
1,axt4snaX,bot,OpeningsBot,2520,2398,122,125,PETROV,125,True,123,7.4471544715447155,3.0,9.785673327475912,56.0,1.314015086549713,0.45528455284552843,0.34146341463414637,62,8.419354838709678,4.0,10.955258550410736,0.3064516129032258,0.3225806451612903,61,6.459016393442623,1.0,8.31663111667692,0.6065573770491803,0.36065573770491804,1.9603384452670554,1
0,idJfWvmS,human,,2047,2134,87,31,OTHER,31,True,29,5.172413793103448,3.0,5.146602263946382,19.0,0.9950097710296338,0.4827586206896552,0.1724137931034483,15,5.866666666666666,2.0,5.965083588871343,0.5333333333333333,0.2,14,4.428571428571429,3.0,3.958973274443148,0.42857142857142855,0.14285714285714285,1.4380952380952374,1
1,MfT72o8M,bot,maia9,1711,1704,7,127,MODERN_DEFENSE,127,True,125,6.576,5.0,8.51846371125686,81.0,1.2953868174052403,0.24,0.128,63,5.634920634920635,6.0,2.773466041362337,0.15873015873015872,0.07936507936507936,62,7.532258064516129,4.0,11.690522411594076,0.3225806451612903,0.1774193548387097,-1.8973374295954937,1
0,G3yVv9l1,human,,2084,2153,69,120,QUEEN'S_PAWN,120,True,118,7.203389830508475,4.0,8.357032278808616,41.0,1.1601527163522547,0.3135593220338983,0.2457627118644068,59,9.0,6.0,9.933678377202218,0.2542372881355932,0.3220338983050847,59,5.406779661016949,3.0,5.877618115713422,0.3728813559322034,0.1694915254237288,3.593220338983051,0
1,jirfIzGb,bot,Boris-Trapsky,2171,2228,57,82,QUEEN'S_PAWN,82,True,80,4.125,3.0,3.1834533136202894,16.0,0.7717462578473429,0.325,0.0625,40,4.225,3.0,3.3577336106367937,0.275,0.075,40,4.025,3.0,2.9957261223282745,0.375,0.05,0.1999999999999993,0
0,pRhSAfCn,human,,1858,1825,33,73,SICILIAN,73,True,71,11.464788732394366,6.0,17.1528595619666,79.0,1.496133942137136,0.352112676056338,0.28169014084507044,36,9.277777777777779,4.5,14.481043376910057,0.4166666666666667,0.2222222222222222,35,13.714285714285714,7.0,19.265915763443004,0.2857142857142857,0.34285714285714286,-4.436507936507935,1
1,q01FXTQp,bot,maia5,1429,1673,244,66,OTHER,66,True,64,2.09375,1.0,3.175682751393785,16.0,1.5167440006656885,0.703125,0.046875,32,4.09375,3.0,3.476343040826092,0.40625,0.09375,32,0.09375,0.0,0.2914805954090255,1.0,0.0,4.0,0
1,9Bcf79Q3,bot,maia9,1736,1500,236,49,FRENCH,49,True,47,9.46808510638298,6.0,19.193140467730483,134.0,2.0271406786142308,0.1702127659574468,0.1702127659574468,24,5.0,5.0,2.7688746209726918,0.25,0.041666666666666664,23,14.130434782608695,7.0,26.499063720664427,0.08695652173913043,0.30434782608695654,-9.130434782608695,1
1,zxqYUmlE,bot,maia1,1535,1536,1,137,SCANDINAVIAN,137,True,135,2.933333333333333,1.0,4.388874824168743,18.0,1.4962073264211626,0.6666666666666666,0.0962962962962963,68,5.676470588235294,4.0,4.791049180412882,0.3382352941176471,0.19117647058823528,67,0.14925373134328357,0.0,0.3563383995914424,1.0,0.0,5.527216856892011,1
0,eS5CaW0M,human,,2146,2145,1,31,INDIAN_DEFENSE,31,True,29,8.724137931034482,4.0,10.938374561603773,44.0,1.2538057797885749,0.20689655172413793,0.2413793103448276,15,7.533333333333333,3.0,11.080713976194053,0.2,0.2,14,10.0,5.5,10.63686312513502,0.21428571428571427,0.2857142857142857,-2.466666666666667,1
1,HoMLXXXY,bot,maia5,1660,1425,235,43,OTHER,43,True,41,5.609756097560975,4.0,3.811907203209104,17.0,0.6795138927459707,0.21951219512195122,0.17073170731707318,21,4.809523809523809,4.0,2.6836195816391184,0.19047619047619047,0.047619047619047616,20,6.45,5.5,4.565906262725944,0.25,0.3,-1.6404761904761909,1
1,J7crNnK6,bot,maia5,1463,1602,139,71,RUY_LOPEZ,71,True,69,3.6231884057971016,1.0,6.521094976239875,31.0,1.7998222134422055,0.6376811594202898,0.10144927536231885,35,7.0285714285714285,4.0,7.758813290282824,0.2857142857142857,0.2,34,0.11764705882352941,0.0,0.32218973970892123,1.0,0.0,6.9109243697478995,1
0,XfZwlTea,human,,1880,1878,2,28,OTHER,28,True,26,6.576923076923077,2.5,9.0561202294066,41.0,1.3769539530091908,0.5,0.19230769230769232,13,10.23076923076923,4.0,11.563562441192634,0.46153846153846156,0.38461538461538464,13,2.923076923076923,2.0,1.8998598515736107,0.5384615384615384,0.0,7.307692307692307,0
0,iWC8QnSR,human,,1944,1883,61,73,OTHER,73,True,71,5.323943661971831,3.0,6.1684674013350405,28.0,1.1586274748539362,0.39436619718309857,0.11267605633802817,36,5.5,3.0,6.157651067303722,0.3611111111111111,0.1388888888888889,35,5.142857142857143,3.0,6.174337938564088,0.42857142857142855,0.08571428571428572,0.35714285714285676,1
0,U8slih43,human,,2102,1949,153,95,QUEEN'S_PAWN,95,True,93,8.56989247311828,5.0,9.853112438190319,54.0,1.1497358303032619,0.26881720430107525,0.24731182795698925,47,8.638297872340425,4.0,10.685893528714235,0.2978723404255319,0.2127659574468085,46,8.5,5.0,8.92176137805515,0.2391304347826087,0.2826086956521739,0.13829787234042534,1
1,0PTHOmwM,bot,maia9,1770,1500,270,31,QUEEN'S_PAWN,31,True,29,2.793103448275862,2.0,2.2800379661815917,9.0,0.8163098891267427,0.6206896551724138,0.0,15,2.6,2.0,2.2150996967781533,0.6,0.0,14,3.0,2.0,2.32992949004287,0.6428571428571429,0.0,-0.3999999999999999,1
0,Nut3mEt5,human,,1918,1846,72,36,RUY_LOPEZ,36,True,34,12.147058823529411,10.0,10.496868869113461,55.0,0.8641490110166046,0.058823529411764705,0.5294117647058824,17,14.058823529411764,7.0,13.845664380784648,0.0,0.47058823529411764,17,10.235294117647058,10.0,4.62129866856526,0.11764705882352941,0.5882352941176471,3.8235294117647065,0
