label,game_id,source_class,source_username,white_elo,black_elo,elo_diff_abs,ply_count,opening_family,clock_tag_count,has_clock_data,move_count_total,avg_move_time,median_move_time,std_move_time,max_move_time,cv_move_time,fast_move_ratio,slow_move_ratio,white_move_count,white_avg_move_time,white_median_move_time,white_std_move_time,white_fast_move_ratio,white_slow_move_ratio,black_move_count,black_avg_move_time,black_median_move_time,black_std_move_time,black_fast_move_ratio,black_slow_move_ratio,wb_avg_time_diff,wb_move_count_diff
1,YPUcovlR,bot,maia9,1718,1761,43,48,OTHER,48,True,46,4.782608695652174,4.0,4.004959118709339,22.0,0.8374005430028617,0.32608695652173914,0.06521739130434782,23,5.086956521739131,3.0,5.282563964741733,0.43478260869565216,0.13043478260869565,23,4.478260869565218,4.0,1.9971624483227568,0.21739130434782608,0.0,0.6086956521739131,0
0,b5miDsmx,human,,1975,1936,39,131,OTHER,131,True,129,8.868217054263566,5.0,10.120498689310192,56.0,1.1412100794764115,0.35658914728682173,0.32558139534883723,65,8.876923076923077,3.0,11.994239248402918,0.4461538461538462,0.27692307692307694,64,8.859375,5.5,7.767856822146956,0.265625,0.375,0.01754807692307736,1
1,fQmnpjfo,bot,Boris-Trapsky,1946,2195,249,86,OTHER,86,True,84,9.214285714285714,5.0,12.403025196040096,75.0,1.34606474995784,0.27380952380952384,0.2619047619047619,42,13.119047619047619,6.0,16.20288390108434,0.23809523809523808,0.38095238095238093,42,5.309523809523809,5.0,3.8265245653769306,0.30952380952380953,0.14285714285714285,7.809523809523809,0
1,DbMSlfbK,bot,simpleEval,2065,2242,177,64,PIRC,64,True,62,10.580645161290322,6.5,10.397810543566177,53.0,0.9827198989346082,0.16129032258064516,0.3387096774193548,31,13.67741935483871,8.0,13.501223592754876,0.25806451612903225,0.45161290322580644,31,7.483870967741935,6.0,3.8426382716275134,0.06451612903225806,0.22580645161290322,6.193548387096775,0
0,mfM8090B,human,,1883,1839,44,120,OTHER,120,True,118,5.796610169491525,3.0,6.461829674816356,36.0,1.1147600900998977,0.3898305084745763,0.1864406779661017,59,6.813559322033898,3.0,7.954264555530087,0.4067796610169492,0.2542372881355932,59,4.779661016949152,3.0,4.262838223015151,0.3728813559322034,0.11864406779661017,2.0338983050847457,0
1,P5Ned5qa,bot,simpleEval,2246,1872,374,51,QUEEN'S_PAWN,51,True,49,9.204081632653061,7.0,7.732728197802585,34.0,0.8401412010916334,0.14285714285714285,0.30612244897959184,25,7.0,6.0,4.409081537009721,0.12,0.2,24,11.5,8.0,9.565563234854496,0.16666666666666666,0.4166666666666667,-4.5,1
0,cHuOLiOP,human,,1866,1867,1,129,RUY_LOPEZ,129,True,127,6.496062992125984,4.0,7.080942612357239,57.0,1.0900360142659022,0.2283464566929134,0.1732283464566929,64,7.703125,5.0,8.255073605630358,0.09375,0.234375,63,5.26984126984127,3.0,5.3724941717603,0.36507936507936506,0.1111111111111111,2.4332837301587302,1
1,YTfcGjTb,bot,Boris-Trapsky,1704,2208,504,50,OTHER,50,True,48,6.791666666666667,6.0,5.07016737615458,25.0,0.7465277118264412,0.22916666666666666,0.2708333333333333,24,9.125,9.5,5.688530126491377,0.041666666666666664,0.5,24,4.458333333333333,4.0,2.857434260933321,0.4166666666666667,0.041666666666666664,4.666666666666667,0
1,mOU2FZ0K,bot,Boris-Trapsky,1658,2237,579,30,OTHER,30,True,28,4.964285714285714,4.0,3.087788654605461,13.0,0.6220005922946252,0.25,0.10714285714285714,14,5.214285714285714,3.5,3.745064779690951,0.35714285714285715,0.14285714285714285,14,4.714285714285714,4.0,2.2177392423228603,0.14285714285714285,0.07142857142857142,0.5,0
1,zlEXDjcs,bot,OpeningsBot,2459,1687,772,48,BIRD,48,True,46,9.608695652173912,5.5,12.107271011345,66.0,1.260032729687489,0.3695652173913043,0.34782608695652173,23,10.478260869565217,9.0,10.462643963862853,0.34782608695652173,0.34782608695652173,23,8.73913043478261,4.0,13.497881931442455,0.391304347826087,0.34782608695652173,1.7391304347826075,0
1,J639pqWz,bot,Lynx_BOT,2307,2741,434,183,RUY_LOPEZ,183,True,181,4.149171270718232,1.0,9.050189209490176,86.0,2.1812040571474327,0.712707182320442,0.11049723756906077,91,1.6703296703296704,1.0,5.007806971174932,0.989010989010989,0.01098901098901099,90,6.655555555555556,3.0,11.263669336125783,0.43333333333333335,0.2111111111111111,-4.985225885225885,1
1,ux6zcSck,bot,simpleEval,2245,2349,104,160,SARAGOSSA,160,True,158,6.7215189873417724,5.0,7.108448724039423,46.0,1.0575658177007805,0.3860759493670886,0.31645569620253167,79,7.177215189873418,6.0,6.854287198850529,0.25316455696202533,0.2911392405063291,79,6.265822784810126,1.0,7.325538578307103,0.5189873417721519,0.34177215189873417,0.9113924050632916,0
1,etk0dZD3,bot,simpleEval,1939,2314,375,43,RUY_LOPEZ,43,True,41,10.195121951219512,5.0,13.27792871041212,58.0,1.302380567289227,0.21951219512195122,0.2926829268292683,21,12.952380952380953,4.0,17.434165118487456,0.2857142857142857,0.2857142857142857,20,7.3,5.5,5.090186637049765,0.15,0.3,5.652380952380953,1
0,nc9yszM8,human,,2138,2111,27,27,SICILIAN,27,True,25,9.6,5.0,10.342146779078316,42.0,1.0773069561539914,0.28,0.36,13,7.538461538461538,4.0,7.196317269862462,0.23076923076923078,0.3076923076923077,12,11.833333333333334,8.5,12.535505130982513,0.3333333333333333,0.4166666666666667,-4.294871794871796,1
1,pMyZ0xDV,bot,OpeningsBot,2255,2436,181,117,QUEEN'S_GAMBIT,117,True,115,8.947826086956521,5.0,11.77827290672985,95.0,1.3163278758735983,0.26956521739130435,0.3565217391304348,58,7.793103448275862,6.0,4.517241379310345,0.06896551724137931,0.3620689655172414,57,10.12280701754386,3.0,16.012133749390546,0.47368421052631576,0.3508771929824561,-2.3297035692679975,1
1,zBHhAJq7,bot,maia9,1703,1712,9,107,SICILIAN,107,True,105,4.6761904761904765,4.0,3.5415768295929,19.0,0.7573636804628401,0.3333333333333333,0.06666666666666667,53,5.3584905660377355,6.0,2.5409427727596112,0.16981132075471697,0.03773584905660377,52,3.980769230769231,2.5,4.2175931188269375,0.5,0.09615384615384616,1.3777213352685047,1
0,kmJYvFJj,human,,1918,1892,26,104,BENONI,104,True,102,7.588235294117647,5.0,10.373753590310491,77.0,1.367083806475026,0.2647058823529412,0.21568627450980393,51,6.803921568627451,5.0,7.6645852447631295,0.27450980392156865,0.23529411764705882,51,8.372549019607844,5.0,12.460070789956786,0.2549019607843137,0.19607843137254902,-1.5686274509803928,0
0,RSParA0G,human,,1974,2093,119,88,SCANDINAVIAN,88,True,86,9.325581395348838,5.0,11.988795021073981,69.0,1.285581510987983,0.32558139534883723,0.32558139534883723,43,11.651162790697674,8.0,12.051987621328774,0.16279069767441862,0.4186046511627907,43,7.0,3.0,11.46278102544096,0.4883720930232558,0.23255813953488372,4.651162790697674,0
0,NFMQqxMT,human,,1997,1993,4,30,BENONI,30,True,28,6.785714285714286,2.0,11.305362643002475,56.0,1.6660534421266806,0.5357142857142857,0.25,14,3.4285714285714284,2.0,3.7361990944634345,0.5714285714285714,0.14285714285714285,14,10.142857142857142,2.5,14.802785176431895,0.5,0.35714285714285715,-6.7142857142857135,0
1,4KOOBK8h,bot,Humaia,1401,1575,174,64,INDIAN_DEFENSE,64,True,62,12.82258064516129,9.0,15.769022504886768,108.0,1.2297854028968298,0.1774193548387097,0.4838709677419355,31,8.161290322580646,8.0,4.040893978010219,0.12903225806451613,0.3870967741935484,31,17.483870967741936,13.0,20.917458316797564,0.22580645161290322,0.5806451612903226,-9.32258064516129,0
1,6H0lPmeP,bot,simpleEval,2343,2260,83,101,OTHER,101,True,99,10.030303030303031,7.0,10.397605149142064,65.0,1.036619244476399,0.1717171717171717,0.35353535353535354,50,9.22,8.0,5.423246260313098,0.08,0.42,49,10.857142857142858,6.0,13.677032737030205,0.2653061224489796,0.2857142857142857,-1.637142857142857,1
1,TYBEs2Rq,bot,maia1,1416,1559,143,93,RUY_LOPEZ,93,True,91,6.0989010989010985,5.0,4.723229815636486,24.0,0.774439483284541,0.18681318681318682,0.16483516483516483,46,6.739130434782608,4.0,5.997951761294255,0.2391304347826087,0.2391304347826087,45,5.444444444444445,6.0,2.737034531147051,0.13333333333333333,0.08888888888888889,1.2946859903381638,1
1,iAO94Aym,bot,maia9,1473,1763,290,37,FRENCH,37,True,35,4.171428571428572,3.0,3.31650172221716,17.0,0.7950517827232917,0.4857142857142857,0.05714285714285714,18,4.833333333333333,3.0,3.9334745737353156,0.4444444444444444,0.1111111111111111,17,3.4705882352941178,2.0,2.303900709125428,0.5294117647058824,0.0,1.3627450980392153,1
0,kMhzat2b,human,,2023,1931,92,63,HUNGARIAN_OPENING,63,True,61,10.934426229508198,7.0,11.54303260499457,60.0,1.055659653530238,0.21311475409836064,0.3770491803278688,31,8.161290322580646,6.0,8.824806583619464,0.1935483870967742,0.22580645161290322,30,13.8,11.0,13.202020047452335,0.23333333333333334,0.5333333333333333,-5.638709677419355,1
1,RC3jkTfR,bot,Boris-Trapsky,2234,1422,812,53,OTHER,53,True,51,5.0588235294117645,4.0,4.513212692971093,22.0,0.8921466951221929,0.1568627450980392,0.09803921568627451,26,3.730769230769231,4.0,0.8574421849849213,0.038461538461538464,0.0,25,6.44,4.0,6.086575391794634,0.28,0.2,-2.7092307692307696,1
1,SeC9rRMq,bot,maia5,1565,1654,89,59,KING'S_PAWN,59,True,57,6.0701754385964914,4.0,6.688192395040752,42.0,1.1018120419575805,0.22807017543859648,0.08771929824561403,29,6.931034482758621,4.0,8.889866507212147,0.1724137931034483,0.13793103448275862,28,5.178571428571429,6.0,2.765263762007051,0.2857142857142857,0.03571428571428571,1.7524630541871922,1
0,wg1Gicqs,human,,1890,1828,62,68,BIRD,68,True,66,6.7272727272727275,5.5,5.255719696833197,24.0,0.7812556306103401,0.2727272727272727,0.2727272727272727,33,6.96969696969697,6.0,4.427769453394684,0.18181818181818182,0.30303030303030304,33,6.484848484848484,5.0,5.960075310288947,0.36363636363636365,0.24242424242424243,0.4848484848484853,0
1,Ss6lIpKc,bot,Boris-Trapsky,2215,1754,461,45,PHILIDOR,45,True,43,5.441860465116279,5.0,4.127628552680354,17.0,0.7584958451506633,0.3023255813953488,0.11627906976744186,22,7.0,7.0,2.8762349126466136,0.0,0.09090909090909091,21,3.8095238095238093,2.0,4.583812590898621,0.6190476190476191,0.14285714285714285,3.1904761904761907,1
0,u57ZKpE5,human,,2130,2068,62,52,OTHER,52,True,50,5.64,3.0,5.581254339304024,27.0,0.9895841027134795,0.46,0.16,25,6.52,5.0,6.53678820216779,0.48,0.2,25,4.76,3.0,4.245279731654912,0.44,0.12,1.7599999999999998,0
0,avArJNo0,human,,1966,1956,10,68,QUEEN'S_PAWN,68,True,66,12.803030303030303,7.0,14.848956393254669,73.0,1.1598001443252168,0.13636363636363635,0.4393939393939394,33,13.727272727272727,9.0,14.13200264019893,0.030303030303030304,0.48484848484848486,33,11.878787878787879,5.0,15.47776034177519,0.24242424242424243,0.3939393939393939,1.8484848484848477,0
1,iZYAiFwS,bot,maia1,1498,1500,2,43,OTHER,43,True,41,6.560975609756097,4.0,11.826074499705125,78.0,1.8024871914048706,0.2926829268292683,0.07317073170731707,21,4.809523809523809,5.0,2.6836195816391184,0.23809523809523808,0.0,20,8.4,3.0,16.508785539826967,0.35,0.15,-3.590476190476191,1
0,OKSzlM6Y,human,,1990,2001,11,88,CARO_KANN,88,True,86,7.162790697674419,4.0,11.749181530243336,98.0,1.6403078110404656,0.2558139534883721,0.16279069767441862,43,9.023255813953488,4.0,15.932252460636034,0.3953488372093023,0.2558139534883721,43,5.3023255813953485,4.0,3.914997304468645,0.11627906976744186,0.06976744186046512,3.72093023255814,0
0,6oJpmzio,human,,1846,1837,9,51,PHILIDOR,51,True,49,4.612244897959184,3.0,4.3510089213770335,20.0,0.9433603413605072,0.4489795918367347,0.16326530612244897,25,5.36,3.0,5.066596490742084,0.36,0.16,24,3.8333333333333335,2.0,3.2744804507314167,0.5416666666666666,0.16666666666666666,1.5266666666666668,1
0,UZauG8Z2,human,,1945,1950,5,69,FRENCH,69,True,67,17.52238805970149,6.0,23.369426518203397,115.0,1.3336895883472126,0.2537313432835821,0.43283582089552236,34,17.0,6.5,20.286187708998106,0.23529411764705882,0.4411764705882353,33,18.060606060606062,6.0,26.15795770215714,0.2727272727272727,0.42424242424242425,-1.0606060606060623,1
1,4mvvdAHi,bot,Boris-Trapsky,2198,1863,335,75,QUEEN'S_PAWN,75,True,73,5.863013698630137,4.0,6.529836827962269,31.0,1.1137338514982373,0.3287671232876712,0.136986301369863,37,3.3513513513513513,3.0,1.9481968963178486,0.3783783783783784,0.0,36,8.444444444444445,5.0,8.331481275674427,0.2777777777777778,0.2777777777777778,-5.093093093093094,1
1,QdlSMPUR,bot,maia5,1709,1589,120,73,PIRC,73,True,71,7.47887323943662,5.0,8.83791313543902,67.0,1.1817171989005093,0.2112676056338028,0.19718309859154928,36,9.61111111111111,6.5,11.788124386144299,0.2222222222222222,0.3333333333333333,35,5.285714285714286,5.0,2.4561459771814236,0.2,0.05714285714285714,4.325396825396825,1
0,4f8UxP39,human,,2292,2239,53,99,CARO_KANN,99,True,97,5.030927835051546,4.0,4.532707272877474,30.0,0.9009684538301537,0.3917525773195876,0.12371134020618557,49,5.183673469387755,3.0,5.359231857035054,0.42857142857142855,0.14285714285714285,48,4.875,4.0,3.485834429037998,0.3541666666666667,0.10416666666666667,0.3086734693877551,1
0,qV2o1E2u,human,,1921,1945,24,58,CARO_KANN,58,True,56,8.0,5.0,7.319250547113999,31.0,0.9149063183892499,0.32142857142857145,0.39285714285714285,28,6.964285714285714,4.0,6.753211632026556,0.35714285714285715,0.32142857142857145,28,9.035714285714286,8.5,7.706593387006548,0.2857142857142857,0.4642857142857143,-2.071428571428572,0
0,a6rX0AcI,human,,1930,1976,46,87,PHILIDOR,87,True,85,5.517647058823529,4.0,5.30174613789897,33.0,0.9608708352268922,0.3411764705882353,0.1411764705882353,43,5.767441860465116,4.0,5.790277373371096,0.3488372093023256,0.13953488372093023,42,5.261904761904762,4.0,4.736180517641997,0.3333333333333333,0.14285714285714285,0.505537098560354,1
0,EBdQNlmY,human,,2011,2018,7,91,OTHER,91,True,89,8.561797752808989,4.0,10.965681968657844,53.0,1.2807686288852338,0.3595505617977528,0.33707865168539325,45,7.111111111111111,3.0,9.028897366473991,0.4444444444444444,0.28888888888888886,44,10.045454545454545,4.5,12.469881069372615,0.2727272727272727,0.38636363636363635,-2.9343434343434343,1
1,oo2SdzOz,bot,maia9,1700,1718,18,73,SICILIAN,73,True,71,5.76056338028169,5.0,4.17053645595983,30.0,0.7239806561690659,0.19718309859154928,0.09859154929577464,36,6.166666666666667,4.5,5.273097339852125,0.2222222222222222,0.1388888888888889,35,5.3428571428571425,5.0,2.517854609927804,0.17142857142857143,0.05714285714285714,0.8238095238095244,1
1,d5kxNrJV,bot,Boris-Trapsky,2233,1986,247,43,FRENCH,43,True,41,4.097560975609756,4.0,3.4344373490891575,19.0,0.8381662578134254,0.3170731707317073,0.07317073170731707,21,4.238095238095238,4.0,2.4281045302822784,0.23809523809523808,0.047619047619047616,20,3.95,3.0,4.236448984704053,0.4,0.1,0.28809523809523796,1
1,R0GX1lCZ,bot,maia5,1416,1592,176,30,OTHER,30,True,28,6.392857142857143,3.0,9.656009548885256,43.0,1.5104372478703194,0.42857142857142855,0.10714285714285714,14,9.357142857142858,3.5,12.764947220847425,0.42857142857142855,0.21428571428571427,14,3.4285714285714284,3.0,2.4411439272335804,0.42857142857142855,0.0,5.928571428571429,0
0,KV1X3ZTR,human,,1883,1866,17,107,OTHER,107,True,105,5.514285714285714,3.0,6.161499949902869,37.0,1.1173704572362717,0.38095238095238093,0.17142857142857143,53,5.283018867924528,3.0,5.941149620314637,0.37735849056603776,0.16981132075471697,52,5.75,3.0,6.369624430420948,0.38461538461538464,0.17307692307692307,-0.466981132075472,1
1,SYTFuDKS,bot,maia9,1859,1740,119,57,SICILIAN,57,True,55,10.290909090909091,7.0,11.88837893570895,77.0,1.1552311686642973,0.2,0.32727272727272727,28,15.357142857142858,14.0,14.820869180493636,0.14285714285714285,0.6071428571428571,27,5.037037037037037,5.0,2.426420645060622,0.25925925925925924,0.037037037037037035,10.32010582010582,1
0,gz3EOlpE,human,,1996,2001,5,88,OTHER,88,True,86,9.05813953488372,5.0,10.943145514337816,53.0,1.2081007884891557,0.3023255813953488,0.3372093023255814,43,12.813953488372093,7.0,13.784480342886273,0.23255813953488372,0.4883720930232558,43,5.3023255813953485,4.0,4.613100071111592,0.37209302325581395,0.18604651162790697,7.511627906976744,0
0,Z2vlJCS8,human,,2088,2064,24,44,OTHER,44,True,42,17.666666666666668,5.0,22.633378918531836,86.0,1.2811346557659529,0.38095238095238093,0.4523809523809524,21,15.476190476190476,3.0,23.989321131384088,0.47619047619047616,0.38095238095238093,21,19.857142857142858,10.0,20.963200669576324,0.2857142857142857,0.5238095238095238,-4.380952380952381,0
0,vadR8zhd,human,,1857,1854,3,114,OTHER,114,True,112,8.5,5.0,12.485706113106184,104.0,1.4689066015419041,0.21428571428571427,0.25,56,9.875,5.5,15.88020162250557,0.14285714285714285,0.2857142857142857,56,7.125,5.0,7.471523319530343,0.2857142857142857,0.21428571428571427,2.75,0
0,BLBRHhon,human,,2016,2001,15,33,SCANDINAVIAN,33,True,31,7.548387096774194,5.0,8.225996202745018,38.0,1.0897687277140835,0.3548387096774194,0.2903225806451613,16,10.0625,8.5,9.730549509149007,0.25,0.375,15,4.866666666666666,3.0,4.9915484126226355,0.4666666666666667,0.2,5.195833333333334,1
1,iDEFLOd2,bot,Boris-Trapsky,2205,2158,47,28,OTHER,28,True,26,6.6923076923076925,7.0,3.207793763383545,12.0,0.47932550487340325,0.15384615384615385,0.2692307692307692,13,8.0,8.0,2.908872369413698,0.07692307692307693,0.38461538461538464,13,5.384615384615385,5.0,2.9492753096432023,0.23076923076923078,0.15384615384615385,2.615384615384615,0
1,BPZY9FV9,bot,maia1,1584,1779,195,78,ZUKERTORT,78,True,76,3.986842105263158,4.0,2.9267074236230557,13.0,0.7340916310077631,0.4342105263157895,0.039473684210526314,38,5.7894736842105265,6.0,2.4937595243120283,0.13157894736842105,0.05263157894736842,38,2.1842105263157894,1.5,2.1008176748702136,0.7368421052631579,0.02631578947368421,3.605263157894737,0
1,d4I3sUFi,bot,maia1,1755,1553,202,95,ENGLISH,95,True,93,5.881720430107527,5.0,5.608843750980762,33.0,0.9536059759437128,0.27956989247311825,0.10752688172043011,47,6.723404255319149,4.0,7.379390875108966,0.3617021276595745,0.2127659574468085,46,5.021739130434782,5.5,2.5494170726281604,0.1956521739130435,0.0,1.701665124884367,1
0,C73eoHiB,human,,1944,2002,58,24,OTHER,24,True,22,2.1363636363636362,2.0,1.8413299182299177,9.0,0.8618991106608126,0.7727272727272727,0.0,11,1.5454545454545454,1.0,1.0756508696544755,0.8181818181818182,0.0,11,2.727272727272727,2.0,2.2193737483152187,0.7272727272727273,0.0,-1.1818181818181817,0
1,QAVWOY3f,bot,Boris-Trapsky,2171,2251,80,80,QUEEN'S_PAWN,80,True,78,9.576923076923077,5.0,12.685060090788035,65.0,1.324544427150558,0.15384615384615385,0.2564102564102564,39,14.76923076923077,8.0,16.168125556899557,0.15384615384615385,0.46153846153846156,39,4.384615384615385,4.0,2.5481555382163785,0.15384615384615385,0.05128205128205128,10.384615384615385,0
0,dnpJ86OI,human,,1826,1809,17,47,QUEEN'S_PAWN,47,True,45,5.133333333333334,4.0,3.8099285499278794,18.0,0.7421938733625738,0.26666666666666666,0.15555555555555556,23,5.217391304347826,4.0,3.3616316139265576,0.21739130434782608,0.13043478260869565,22,5.045454545454546,3.0,4.226295097119212,0.3181818181818182,0.18181818181818182,0.1719367588932803,1
0,4XdOH7vq,human,,2171,2108,63,100,RUY_LOPEZ,100,True,98,8.693877551020408,7.0,7.6737136305028635,41.0,0.882657201630611,0.12244897959183673,0.336734693877551,49,9.183673469387756,7.0,7.705480343362715,0.16326530612244897,0.3469387755102041,49,8.204081632653061,6.0,7.6103570455454355,0.08163265306122448,0.32653061224489793,0.979591836734695,0
1,7K2bVYJG,bot,OpeningsBot,2367,2518,151,190,SCANDINAVIAN,190,True,188,5.973404255319149,2.0,7.974983165885186,52.0,1.3350817766575378,0.5425531914893617,0.26063829787234044,94,5.670212765957447,1.0,7.065631979793427,0.5319148936170213,0.2872340425531915,94,6.276595744680851,2.0,8.780302247643977,0.5531914893617021,0.23404255319148937,-0.6063829787234036,0
0,8O8jF5VM,human,,1856,1807,49,24,PETROV,24,True,22,14.227272727272727,8.5,14.939063552803795,59.0,1.050030026075666,0.2727272727272727,0.5,11,13.363636363636363,7.0,15.691762328007574,0.09090909090909091,0.45454545454545453,11,15.090909090909092,12.0,14.093548139966519,0.45454545454545453,0.5454545454545454,-1.7272727272727284,0
1,jz4FHmND,bot,maia5,1670,1662,8,108,QUEEN'S_PAWN,108,True,106,8.264150943396226,5.0,14.002224814321508,100.0,1.6943331396325114,0.27358490566037735,0.22641509433962265,53,5.509433962264151,5.0,2.84586851490535,0.16981132075471697,0.11320754716981132,53,11.018867924528301,4.0,19.205434142585727,0.37735849056603776,0.33962264150943394,-5.509433962264151,0
0,EsMjqIO2,human,,1931,1899,32,71,MODERN_DEFENSE,71,True,69,6.927536231884058,4.0,7.207722992834899,33.0,1.0404453692585942,0.2898550724637681,0.2028985507246377,35,6.371428571428571,3.0,7.203513881773114,0.37142857142857144,0.2,34,7.5,5.0,7.167122648512688,0.20588235294117646,0.20588235294117646,-1.128571428571429,1
0,IOzPsrAh,human,,1913,1932,19,49,OTHER,49,True,47,6.723404255319149,4.0,7.870500072407669,42.0,1.170612352541647,0.23404255319148937,0.23404255319148937,24,7.5,4.0,7.393691004272945,0.16666666666666666,0.2916666666666667,23,5.913043478260869,3.0,8.261556035550713,0.30434782608695654,0.17391304347826086,1.5869565217391308,1
0,rq8wN70c,human,,1813,1813,0,86,OTHER,86,True,84,12.44047619047619,7.0,13.398961571771675,54.0,1.0770457148601156,0.2261904761904762,0.39285714285714285,42,11.952380952380953,9.0,10.571643069466951,0.16666666666666666,0.42857142857142855,42,12.928571428571429,5.0,15.710768004541249,0.2857142857142857,0.35714285714285715,-0.9761904761904763,0
1,KQLqW6al,bot,maia5,1555,1679,124,107,OTHER,107,True,105,4.9904761904761905,5.0,3.5281054894477295,25.0,0.7069677030381901,0.23809523809523808,0.08571428571428572,53,4.169811320754717,3.0,4.15608600822894,0.37735849056603776,0.07547169811320754,52,5.826923076923077,6.0,2.478532086089496,0.09615384615384616,0.09615384615384616,-1.6571117561683595,1
1,JPBJgVDu,bot,simpleEval,2193,2255,62,120,QUEEN'S_PAWN,120,True,118,7.364406779661017,7.0,4.877595361701953,27.0,0.6623201987121179,0.13559322033898305,0.2542372881355932,59,8.135593220338983,8.0,5.20253402115834,0.1694915254237288,0.3728813559322034,59,6.593220338983051,6.0,4.396141004461953,0.1016949152542373,0.13559322033898305,1.5423728813559316,0
1,Wf8zSKKV,bot,OpeningsBot,1687,2459,772,46,SICILIAN,46,True,44,5.5,1.0,8.178408380385736,35.0,1.4869833418883156,0.6136363636363636,0.22727272727272727,22,4.681818181818182,1.5,7.724732202691935,0.6363636363636364,0.13636363636363635,22,6.318181818181818,1.0,8.530087730745498,0.5909090909090909,0.3181818181818182,-1.6363636363636367,0
1,5nMnSytK,bot,maia5,1858,1639,219,89,SCANDINAVIAN,89,True,87,7.563218390804598,5.0,8.599253040837409,62.0,1.1369833047915723,0.1724137931034483,0.22988505747126436,44,9.795454545454545,5.0,11.338950459397076,0.1590909090909091,0.38636363636363635,43,5.27906976744186,6.0,2.7813797930653124,0.18604651162790697,0.06976744186046512,4.516384778012685,1
0,ezPlDkAn,human,,1970,1870,100,79,OTHER,79,True,77,11.857142857142858,7.0,15.26196723180818,84.0,1.2871538629235815,0.12987012987012986,0.3116883116883117,39,10.871794871794872,6.0,14.558774756807692,0.15384615384615385,0.28205128205128205,38,12.868421052631579,7.5,15.888047564180503,0.10526315789473684,0.34210526315789475,-1.9966261808367065,1
1,9mHjLKF5,bot,OpeningsBot,2360,2488,128,128,ENGLISH,128,True,126,7.674603174603175,5.5,8.153127129230032,36.0,1.0623516218024653,0.3888888888888889,0.373015873015873,63,6.888888888888889,1.0,8.313521422837123,0.5555555555555556,0.3968253968253968,63,8.46031746031746,7.0,7.9118665083057795,0.2222222222222222,0.3492063492063492,-1.5714285714285712,0
0,IUGnnNXf,human,,1801,1802,1,33,OTHER,33,True,31,17.806451612903224,11.0,16.954244600972174,64.0,0.9521405482430026,0.16129032258064516,0.6129032258064516,16,17.4375,10.5,17.09520674779922,0.1875,0.5625,15,18.2,14.0,16.793649593422707,0.13333333333333333,0.6666666666666666,-0.7624999999999993,1
1,BwsgUCqr,bot,Lynx_BOT,1499,2740,1241,264,RUY_LOPEZ,264,True,262,4.404580152671755,1.0,10.879126751239262,149.0,2.4699577199520686,0.6984732824427481,0.16030534351145037,131,4.229007633587786,1.0,13.428103653066541,0.7709923664122137,0.12213740458015267,131,4.580152671755725,0.0,7.505676425389355,0.6259541984732825,0.1984732824427481,-0.35114503816793885,0
0,QDIIEqK0,human,,1877,1933,56,99,BENONI,99,True,97,7.22680412371134,3.0,11.63314244683854,72.0,1.6097215653970591,0.4742268041237113,0.15463917525773196,49,4.122448979591836,2.0,5.024968892425693,0.5510204081632653,0.061224489795918366,48,10.395833333333334,4.0,15.093789538710578,0.3958333333333333,0.25,-6.2733843537414975,1
0,lK89Ze1t,human,,2142,1994,148,59,PIRC,59,True,57,6.701754385964913,4.0,9.505243081843668,51.0,1.4183216116887147,0.3333333333333333,0.14035087719298245,29,7.310344827586207,5.0,9.131617858226447,0.20689655172413793,0.20689655172413793,28,6.071428571428571,3.0,9.837713771242685,0.4642857142857143,0.07142857142857142,1.2389162561576361,1
0,yEsHH11R,human,,1981,2039,58,34,CARO_KANN,34,True,32,8.78125,3.0,14.170246943419864,69.0,1.6136936020976358,0.40625,0.25,16,7.9375,4.5,10.268086177569801,0.25,0.25,16,9.625,2.0,17.167829653162336,0.5625,0.25,-1.6875,0
0,atbLOLuV,human,,1897,2014,117,65,CARO_KANN,65,True,63,5.634920634920635,3.0,5.70241270937021,36.0,1.0119774667333048,0.31746031746031744,0.19047619047619047,32,5.21875,3.0,6.464974743763505,0.40625,0.125,31,6.064516129032258,4.0,4.751471648908895,0.22580645161290322,0.25806451612903225,-0.845766129032258,1
1,spXxkB19,bot,maia5,1630,2119,489,83,OTHER,83,True,81,7.209876543209877,5.0,8.423535590036423,55.0,1.1683328472482024,0.2345679012345679,0.18518518518518517,41,5.2439024390243905,5.0,3.1451122575248527,0.21951219512195122,0.0975609756097561,40,9.225,5.0,11.203766107876405,0.25,0.275,-3.981097560975609,1
0,rhCE4nBF,human,,1927,1851,76,74,PHILIDOR,74,True,72,10.51388888888889,6.5,13.412259167927465,97.0,1.2756706209917799,0.2361111111111111,0.4027777777777778,36,14.222222222222221,11.0,16.507760988077887,0.08333333333333333,0.5555555555555556,36,6.805555555555555,4.5,7.73096028405141,0.3888888888888889,0.25,7.416666666666666,0
0,1QhzQR6H,human,,2170,2330,160,54,OTHER,54,True,52,13.0,9.0,15.47578754054216,75.0,1.19044519542632,0.23076923076923078,0.4807692307692308,26,14.384615384615385,9.5,17.942379833311975,0.23076923076923078,0.5,26,11.615384615384615,7.5,12.37888065983886,0.23076923076923078,0.46153846153846156,2.76923076923077,0
