game_id,label,source_class,source_username,engine_move_count,critical_positions_count,error_moves_count,time_complexity_corr,critical_time_lift,cpl_mean,cpl_median,cpl_std,post_error_time_ratio
7nDgDPHo,1,bot,maia5,75,16,7,-0.024918649386190487,0.6538461538461539,40.361111111111114,21.0,54.829104587586905,3.0193548387096776
7yl3qckK,1,bot,OpeningsBot,140,28,5,-0.1232941780442733,0.9357712333224862,29.53125,18.0,41.008942908071894,3.7576293675364885
9Bcf79Q3,1,bot,maia9,49,10,7,0.022988569756381232,0.7863760217983651,56.355555555555554,22.0,106.86921509865444,2.652777777777778
9JHEpppr,1,bot,OpeningsBot,124,24,7,0.017805275967792918,0.8846153846153847,17.112903225806452,3.0,35.72344709314096,1.7613139961558621
9f5NdOK1,0,human,,177,35,16,-0.060524819734160226,0.9714285714285715,35.95625,6.0,77.81342645030804,2.4771689497716896
AUUdRQM9,1,bot,OpeningsBot,69,14,4,0.052618289294519144,0.9222831344727506,29.423728813559322,10.0,46.89483488230151,1.4187866927592956
BMOVEMrk,0,human,,120,24,11,0.13389727937513263,1.3940677966101696,35.916666666666664,15.5,51.840393409858386,2.041666666666667
BcttHfAZ,0,human,,87,18,9,-0.06044848214330672,0.9363715277777779,44.78313253012048,21.0,83.92065216659587,
CDWwP856,0,human,,90,18,17,0.19721810449186658,1.2239529248875043,56.88,27.0,68.3118262089369,4.681940700808625
DSZIvFmR,1,bot,Boris-Trapsky,46,9,5,0.23342517173103225,0.9594356261022928,38.225,11.0,60.54068363505652,
DV3Eg0pP,0,human,,44,9,5,0.09200952801852509,1.5921052631578945,30.714285714285715,3.5,54.87574089500305,2.892249527410208
FIHrMK1X,1,bot,OpeningsBot,113,22,6,0.041042553019955755,0.5279831045406547,28.38317757009346,9.0,43.85908720082948,0.9579144385026738
GfKHhR2Y,1,bot,maia9,108,21,6,-0.005067232500599534,0.9804355850867478,20.621052631578948,5.0,38.26780396030844,0.8845813026140894
HtaZAPmu,0,human,,132,26,26,0.1918558450889707,1.3856228517245464,62.65151515151515,20.0,112.97250837800968,1.7538461538461538
J639pqWz,1,bot,Lynx_BOT,183,37,6,-0.0019650069371189506,0.8071608586078038,12.88135593220339,2.0,25.271241384215795,0.10908396738389375
J7crNnK6,1,bot,maia5,71,15,19,0.0035620122648965078,0.4456456456456456,83.14925373134328,23.0,121.43658178228449,3.4162679425837315
Kp2Gd4vC,0,human,,81,17,9,0.2259694559651594,1.342034119511513,48.48101265822785,32.0,61.54978652895015,2.443937575030012
L3tddKmt,1,bot,OpeningsBot,43,9,1,0.01862615123264919,0.5981308411214953,24.674418604651162,11.0,32.615961943490014,1.575
LblTm7bN,1,bot,maia1,56,11,11,-0.18094115449521092,0.4594640434192673,48.55357142857143,17.0,95.01013473062025,0.7975295381310419
M540gZiK,0,human,,114,23,14,-0.06754770000741449,0.3925645872715816,38.902654867256636,11.0,70.37610271718408,0.47579529737206083
MXEUbkdu,0,human,,57,11,12,0.3845750454411833,2.496,70.49090909090908,35.0,94.45785452248921,6.757369614512472
MqNsw8FD,1,bot,simpleEval,55,11,5,0.15188854683713596,1.2902097902097902,39.29090909090909,23.0,42.070362155570116,1.1045145330859618
N4MtsNN1,1,bot,Boris-Trapsky,57,11,8,0.05088541474397567,0.6880000000000001,54.10526315789474,21.0,88.04079680536593,3.0425531914893615
N8R8aAnp,0,human,,42,8,7,0.18480362178189158,0.7068965517241379,49.023809523809526,19.5,66.43453207597834,3.92
Nut3mEt5,0,human,,36,7,2,0.323320871256455,1.542857142857143,23.666666666666668,4.0,52.605449654321305,2.007843137254902
O8YHWV0P,1,bot,simpleEval,113,22,4,-0.043509083794326865,1.132785923753666,19.307692307692307,5.5,31.33813016704832,1.0173732718894009
OlE1rJJn,1,bot,maia9,33,8,4,-0.06733603337562473,0.5411764705882353,49.24242424242424,33.0,58.359403855466795,1.3506493506493507
PQDRNfmH,0,human,,65,13,10,0.15271565831067863,1.2409787009329343,51.184615384615384,17.0,108.18671784077638,3.8842105263157896
QAVWOY3f,1,bot,Boris-Trapsky,80,16,10,0.05231783692173021,1.1855332167832167,43.9625,19.0,76.78825492059316,1.7630208333333333
QSkSob8s,1,bot,simpleEval,81,16,2,0.05126189891097446,1.1764481707317074,21.85185185185185,3.0,39.63634418713792,1.1456869009584665
QdlSMPUR,1,bot,maia5,73,14,8,0.17510527884464233,1.76566757493188,49.21917808219178,17.0,100.74982532706466,1.311435523114355
R0GX1lCZ,1,bot,maia5,30,6,1,0.22169301838181632,0.9230769230769231,38.32142857142857,3.0,102.25984184958453,2.3235955056179773
RXQi6XPy,1,bot,maia5,48,9,10,-0.42886751975369053,0.46246246246246253,79.9090909090909,43.0,107.93596969369854,
SeC9rRMq,1,bot,maia5,59,12,10,0.059178428214263765,1.6562500000000002,43.59322033898305,26.0,52.950286452408626,
SkSJo2k9,0,human,,60,12,2,-0.12575080823415186,0.7534807534807535,29.7,10.0,58.47486639574305,2.3602726387536515
T9DB3bw2,0,human,,52,10,5,0.02730847048613195,1.169811320754717,42.13461538461539,29.0,55.39058127590683,1.380141010575793
U8slih43,0,human,,95,19,9,0.12668380684170832,0.9007806597834299,39.54736842105263,19.0,69.04304811546773,2.1679290894439966
UnED8jKk,0,human,,49,10,3,0.10587017151255658,1.343631436314363,26.387755102040817,8.0,52.1108772093875,1.332926332926333
V1iCZ0dv,0,human,,41,8,3,-0.05205520402298848,0.4947916666666667,37.17948717948718,18.0,51.26145740341012,3.4098124098124094
VKOgeBjE,0,human,,26,5,3,-0.08297909851300886,0.2857142857142857,57.53846153846154,12.0,113.75690368542331,0.7619047619047619
WOQH6rNk,0,human,,91,18,15,0.07268161155963844,0.6772244065822047,43.73033707865169,18.0,62.26560795169548,5.696969696969697
Wmjffc1x,0,human,,69,14,10,0.038605281708358044,1.0357142857142858,44.55072463768116,15.0,64.61918237922048,1.2439407149084567
YY2xnczX,0,human,,62,12,6,-0.15905613407284447,0.5795053003533569,32.08064516129032,7.0,60.35734939003053,0.6961137440758294
YcgFlqIp,0,human,,98,20,13,0.15649162394041558,1.7757009345794392,42.416666666666664,23.5,56.56627135984442,2.266822899229997
Z2vlJCS8,0,human,,44,9,1,0.1861732315123972,1.3997517070142769,18.166666666666668,0.5,37.52073500819987,0.5906623235613464
ZGHzdcsG,0,human,,70,14,11,-0.014551271681119813,0.8761224489795918,42.3,13.0,58.25151132312853,1.5290994052676294
ZGqhoOab,1,bot,Boris-Trapsky,125,25,13,0.04055395862469972,0.6530612244897959,42.74561403508772,24.5,57.04827309585674,0.36913580246913574
ZhNGLISm,1,bot,maia5,66,13,7,0.12650023877240527,1.2259615384615385,56.74193548387097,26.0,90.58162162877778,1.7436151748078352
ZwtuuIMl,1,bot,Boris-Trapsky,52,10,7,-0.1839686833352804,0.6046511627906976,46.88461538461539,31.0,53.532755553583854,1.9523166891587942
ZzC1Y5TH,1,bot,OpeningsBot,43,9,4,0.08481979252372936,0.75,30.069767441860463,11.0,42.04393900341238,
a6rX0AcI,0,human,,87,17,13,0.1264060780624742,1.0840108401084012,47.95402298850575,10.0,92.17136813840412,2.047619047619048
aTH3trO5,0,human,,134,27,13,0.07792283483527412,1.0965798334219388,40.854838709677416,18.0,73.80714773808869,1.9791666666666667
adxV7ywn,0,human,,137,27,18,-0.0653560255495745,0.8711829612522454,46.611570247933884,29.0,53.03224839907878,1.7961904761904761
atbLOLuV,0,human,,65,13,13,0.23895520412666896,1.286871023713129,67.83076923076923,28.0,100.42977940688696,1.906502135738016
bZ7Jg8Tj,1,bot,simpleEval,167,33,9,-0.0167712732244073,0.9026345933562429,27.509316770186334,12.0,37.33582996147372,0.5437192118226601
cdS7HYOj,1,bot,maia1,61,11,6,-0.12237596500780369,0.9740932642487046,49.24528301886792,30.0,79.56744040177308,2.0083463745435575
d4I3sUFi,1,bot,maia1,95,19,13,0.29930525821710713,2.0578797420902686,52.75903614457831,33.0,65.2889020554114,2.2070175438596493
dOj8Zr6n,1,bot,maia9,59,12,5,0.2928690095750862,1.6594827586206897,36.14035087719298,3.0,91.10576822235602,
dnpJ86OI,0,human,,47,9,2,0.30194780971080115,1.4352941176470588,34.91489361702128,17.0,49.05135380491619,1.4847512038523276
eS5CaW0M,0,human,,31,6,3,0.48719738780037614,4.3165266106442575,40.903225806451616,28.0,46.346767878892905,1.642857142857143
fEcUdMpv,1,bot,OpeningsBot,67,13,6,0.10806239748885997,0.8208284023668639,37.824561403508774,10.0,55.518330403323056,1.5867298578199052
fHAAAJCR,1,bot,maia1,76,14,7,0.0635920516877331,1.0545454545454547,46.68,25.0,66.47930204206419,
fKvwCbRJ,1,bot,Lynx_BOT,38,9,1,-0.10661556825467296,0.7435456110154905,10.18421052631579,2.0,26.986210185318814,
fQmnpjfo,1,bot,Boris-Trapsky,86,17,9,-0.13115967187610167,0.947398190045249,42.583333333333336,15.5,92.71207456335593,1.279427549194991
fbB3EUqo,1,bot,maia9,70,14,5,0.2811910178798146,1.5073891625615765,30.97142857142857,6.0,62.768274841121865,2.6406052963430016
gE3vyQe9,0,human,,87,17,11,0.14364192347891608,1.632538569424965,45.96551724137931,29.0,58.77121984614345,
gz3EOlpE,0,human,,88,19,15,-0.04076087352624677,1.0982633351054405,43.60227272727273,13.5,60.98892220066155,1.2411266688375122
h6SKB2ce,0,human,,44,9,7,0.39264187622084173,2.956023939630497,51.47222222222222,27.0,69.45601570262976,
hVE1HxHW,0,human,,37,7,8,-0.13067634850147036,1.407035175879397,61.567567567567565,14.0,111.66952705398931,7.846153846153847
hXFJaM5J,0,human,,100,20,24,0.045723366901823596,1.9310344827586208,62.385416666666664,28.5,87.1830413784301,6.991358024691358
iCDVQkDW,0,human,,72,14,3,0.21835537377535474,1.2188552188552189,28.555555555555557,12.0,45.935609791463314,9.75
kATnDxMn,0,human,,54,11,8,0.2534033441824082,0.9318181818181819,44.833333333333336,31.5,49.40488429894956,2.3471215351812367
lIORaCM5,0,human,,20,4,0,0.2103440862642019,1.203125,22.6,9.5,26.779469748297856,
lQHTTKcy,1,bot,maia9,24,5,2,0.20704372442536634,1.4232558139534885,47.75,29.0,77.01528527939546,2.224852071005917
lQZr2DEt,0,human,,45,9,3,0.3323141159961971,1.6279926335174955,28.133333333333333,2.0,52.818599417671464,2.8343328335832085
ludo21cy,1,bot,maia9,42,8,5,0.2919803045813175,1.1081081081081081,59.35897435897436,18.0,124.90909251859873,1.2643356643356645
nRKjBCaU,1,bot,Boris-Trapsky,83,17,8,0.0726337785411695,0.8089450656295576,41.59493670886076,14.0,65.30561434901539,1.0851146521570152
nc9yszM8,0,human,,27,5,4,-0.06932650404704398,0.5933014354066987,50.44444444444444,22.0,65.69533121318345,2.8
nmcBqLsi,0,human,,86,17,9,-0.11992368854556075,0.8897058823529411,39.63414634146341,8.5,96.70113780891909,2.1977842945584882
npKvG0uJ,0,human,,70,14,15,0.3195708410991522,2.4424122590212556,68.17647058823529,18.0,111.00091960091653,4.631533101045297
oiaIinzY,1,bot,maia1,39,8,7,-0.09009702028122514,0.875,60.8974358974359,17.0,93.0576867880803,1.7178175618073317
onRtccuS,0,human,,76,15,12,0.19857769906930128,0.9768202080237741,52.25,13.5,84.64540976767046,6.601449275362318
owCIERKL,0,human,,92,18,8,0.29569898006444173,1.5734355044699873,37.01086956521739,11.0,60.747784816513445,1.4363410282748552
ozBisFxV,0,human,,114,23,13,0.008612534251627309,1.2753623188405798,41.41228070175438,24.0,57.65183026925416,2.0953716690042077
pMyZ0xDV,1,bot,OpeningsBot,117,23,6,0.17494136515513675,1.7119565217391304,29.276785714285715,18.0,46.20339540348982,5.536764705882353
pSkyJ2ji,0,human,,105,21,12,-0.15154133534454856,0.8944405348346236,45.285714285714285,16.0,78.29768764884734,1.1723602484472049
pTIJrung,1,bot,OpeningsBot,99,20,5,0.008219594753771894,0.7020262216924911,31.785714285714285,17.0,41.27465249733194,1.2484375
q01FXTQp,1,bot,maia5,66,13,6,0.23215749168355732,2.1193633952254642,39.666666666666664,11.5,75.39297719350928,2.6136363636363638
qV2o1E2u,0,human,,58,12,4,0.16124180175251335,1.403292181069959,32.172413793103445,7.5,63.535799827269386,2.537326388888889
qgvA0zos,1,bot,Lynx_BOT,128,26,8,-0.09878868014174648,0.8594164456233421,26.75423728813559,5.0,54.27362196654488,0.6478399370056194
rhCE4nBF,0,human,,74,15,6,-0.1434371599989315,0.7878787878787878,33.04054054054054,14.5,58.49657859923026,1.425545171339564
sMiLZwVF,1,bot,Boris-Trapsky,48,10,9,-0.08649065379109015,0.9594339622641509,54.145833333333336,18.5,76.74008882350142,2.942760942760943
ugkFRLNo,0,human,,39,8,4,0.19806873555588408,1.7691387559808613,31.71794871794872,11.0,38.27628891661441,5.502262443438914
vMCpnFc5,1,bot,maia1,34,7,1,0.20807317155047503,2.2425249169435215,35.5,9.5,76.81691373189967,
wIWireHB,1,bot,Boris-Trapsky,57,11,2,0.13449388476679766,1.0688259109311742,30.45614035087719,10.0,42.34738135835705,0.9813617344998097
xMj1eZo5,0,human,,86,17,11,-0.11652853893527733,0.7578166401695813,44.18604651162791,20.5,74.69901024030746,
xmAJ0Jje,0,human,,56,11,5,0.17794972036774948,1.1692370129870129,40.43636363636364,12.0,73.53756334785982,3.712412587412588
xpxWZXc9,1,bot,simpleEval,156,31,5,-0.008378219431643102,0.980339759496087,20.348993288590606,5.0,31.99411149145217,0.5860646599777035
y7qnWukP,1,bot,Lynx_BOT,44,9,0,-0.052486513970985194,0.6005747126436782,15.909090909090908,3.5,25.139445808076,
yUMQtabt,0,human,,31,6,3,-0.0944813409429526,0.36098654708520184,38.28,20.0,56.569617287020776,2.1894736842105265
yYCBCAIS,0,human,,50,11,2,0.1571453058768992,1.0048599199542596,30.66,11.5,47.978165867402645,1.6614886731391585
z73rg3cI,0,human,,80,16,12,-0.09999677422193509,0.6208869814020029,49.775,32.0,59.568652620317,2.336956521739131
zQoUl4z6,1,bot,simpleEval,131,28,8,-0.15428159690064117,0.72265625,25.870967741935484,11.5,37.03332582477734,0.8546645551396487
zxqYUmlE,1,bot,maia1,137,27,10,-0.006168736222149369,1.1596091205211727,23.05109489051095,5.0,47.737469585754646,2.6768149882903978
