game_id,label,source_class,source_username,engine_move_count,critical_positions_count,error_moves_count,time_complexity_corr,critical_time_lift,cpl_mean,cpl_median,cpl_std,post_error_time_ratio
P5Ned5qa,1,bot,simpleEval,51,11,10,0.007280768679414505,1.074524312896406,49.05882352941177,37.0,48.54648541011739,2.882758620689655
PQDRNfmH,0,human,,65,13,9,0.11753050676240326,1.1050197019016619,53.07692307692308,18.0,113.85865835693058,3.9722222222222223
PfvVwB3u,0,human,,48,11,7,-0.0854915160884371,0.8021390374331551,54.458333333333336,24.5,92.47701478685873,1.6940298507462686
PvIKmq6z,1,bot,simpleEval,68,13,2,0.09801978496954021,0.8938656280428432,18.82456140350877,5.0,33.68800234505774,1.0635094442923625
Q0Jnrx3k,1,bot,maia5,87,17,9,0.21161963637346604,2.401794616151545,39.972972972972975,20.5,55.66307256986618,2.191860465116279
Q0m6UkMt,1,bot,OpeningsBot,26,5,1,-0.13777795207795793,0.7815602836879432,10.884615384615385,1.0,28.014181742435827,2.1435406698564594
QAVWOY3f,1,bot,Boris-Trapsky,80,16,10,-0.03675292671557683,1.1071428571428572,37.5125,5.5,70.88106124875671,1.7630208333333333
QLOtUg8l,0,human,,33,7,4,0.27849264417412534,2.4534731323722148,51.60606060606061,12.0,116.06945136006559,2.127891156462585
QSkSob8s,1,bot,simpleEval,81,16,4,-0.07948595347646581,0.7479050279329609,23.54320987654321,4.0,43.96745412001311,
RBKzHyc1,1,bot,simpleEval,124,24,8,0.009300302245472635,1.0189573459715642,24.798387096774192,13.0,37.86414165414284,2.0783505154639177
RGMNjVnD,1,bot,Humaia,87,17,8,0.015071658811280947,1.2120976692563816,54.9054054054054,21.5,112.44099580824229,0.7042166820560172
RQ2QLiBh,0,human,,62,12,11,-0.2209626652361828,0.998589562764457,60.11538461538461,32.0,71.63251674778223,3.8412698412698414
RXQi6XPy,1,bot,maia5,48,9,12,-0.1672625376095979,0.4980320920375416,76.36363636363636,53.5,97.23731300957628,
RpHFibFR,1,bot,maia1,39,8,4,0.1679065996871559,1.2457627118644068,51.21212121212121,16.0,85.60117443818997,2.263333333333333
Rv0czYMp,1,bot,Boris-Trapsky,61,12,5,-0.11219182552115263,0.8193384223918575,45.872727272727275,39.0,52.52256815207398,1.4549418604651163
SkSJo2k9,0,human,,60,12,6,-0.1158103694453458,0.9905254091300604,32.53333333333333,7.5,61.36732753582226,2.026379729260673
St6XxcKX,0,human,,61,12,2,0.3134662252875889,2.7843601895734595,27.524590163934427,11.0,61.22535812301183,0.7774186597716011
T9DB3bw2,0,human,,52,10,6,-0.033745958675956596,0.6179775280898876,42.5,21.0,62.9754225563739,1.8286413708690332
TAnAml8M,1,bot,simpleEval,103,21,6,-0.20128947528325575,0.5231388329979879,27.24271844660194,11.0,36.42107200253627,0.3809468215515732
TFMfAx5N,0,human,,65,13,10,0.1290059383277087,1.2878524190741385,49.56923076923077,26.0,65.52156878716627,1.6811947576958244
TsK8K4mq,1,bot,maia5,30,6,6,0.36569760206667695,1.2543859649122806,53.06666666666667,10.0,78.47502079572129,1.891025641025641
TvUwvXRS,0,human,,72,14,6,-0.07288814467515424,0.5773195876288659,44.18055555555556,22.5,61.29784444027939,1.6963058419243984
TxKMklsK,1,bot,Boris-Trapsky,80,16,5,0.2178570153220754,1.6756756756756757,32.7625,8.0,72.28887254446565,0.8875739644970414
U8slih43,0,human,,95,19,11,0.024978808192019725,1.1059637446361326,47.95789473684211,17.0,87.06560331025332,2.628619528619529
UAn96Yyb,1,bot,simpleEval,66,13,4,0.13411002981843095,1.0517632501546712,31.060606060606062,11.5,52.19859477612771,2.1648136036625245
UORZikJT,0,human,,69,14,20,0.00657937510759894,1.0673379483952172,74.6,32.0,109.69086631915236,3.2303741746148202
UluSJPhh,0,human,,42,8,3,0.14705764251603595,0.7862068965517242,40.30952380952381,25.0,65.55676860017623,6.539534883720931
UnED8jKk,0,human,,49,11,3,0.008448582869065809,1.093802748975163,23.408163265306122,3.0,50.35138502739945,1.2471324296141815
V1iCZ0dv,0,human,,41,8,5,0.15212765603212852,0.5697879858657243,42.1025641025641,16.0,58.95969717409746,3.1392778187177597
